num,text_content_h1,text_content_h2,time_go,content_author,last_author,last_time,img_list
300,吧友们能不能看看楼主怎样做才好,lz目前在上大一，弟弟高二马上升高三，父亲因为最近公司的事情一直在出差，这个是lz的母亲，没有工作，平时就在社区打太极拳什么的。弟弟是走读生，平时晚上10点放学，早上5:30起床上学。因为我弟从上初三成绩就不太理想，所以从初三开始我爸就给他安排了线上网课，数理化英一共4科，每周上一次课，一次课大概两个多小时。因为我弟上高中之后差不多两周才放一天假，所以安排的是每天晚上要看40分钟直播课的回放。我弟没有手机平板，,5-22,你爹莫斯科国王,学生不皮枉少年,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=3239f0cf9362853592e0d229a0d477c6/810a19d8bc3eb1359a933d86e01ea8d3fd1f44b3.jpg?tbpicau=2024-05-29-05_8adfea0471cbfd58a5e956ff9371cc44']
1372,相恋6年的女朋友就在刚刚给我带了绿帽,（图片是我刚在她学校拍的，图里的同学与此贴无关，如果侵犯隐私我会删）rt今天是她的生日，我从我的学校不远千里跑来她的学校（我研二，她大二）给她庆生。为了给她惊喜，我跟她说赶不上了，让她先去饭店等我。事实上我提前在她宿舍楼下等她，等了一个小时还没见到她，我便打电话给她，她说她在一教不在宿舍（我来的时候还在宿舍），她说她朋友也要给她过生日，我就没多想。因为她生理期快到了我就点了校外她最喜欢吃的那家糖水,01:23,FBJ晨云墨,贴吧用户_GV8MR8A,15:53,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=95a38c2a24d0f703e6b295d438c1503d/242dd42a2834349b1c8bb4b88fea15ce36d3be7a.jpg?tbpicau=2024-05-29-05_0538ca03836d93e03755409bb84a34cd', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=4ffe1714c018367aad897fd51e488ad4/503d269759ee3d6daa545df605166d224f4ade7a.jpg?tbpicau=2024-05-29-05_b787c6281c99a6558507eb3f2ad6d661']"
0,不是小红薯这也能版本t0发言啊……,,15:53,爱ulight69,爱ulight69,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=9ebf033be9c379317d688621dbffb645/a8014c086e061d95ec34f6053df40ad162d9ca9a.jpg?tbpicau=2024-05-29-05_e42042b311167246623b3416598cc8a9']
2,万能的8u🚪，这是什么游戏？,,15:30,彧見青烟,贴吧用户_7E9X1A,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=55a6988cc60a19d8cb03840d03c1828b/8694a4c27d1ed21b97edefd8eb6eddc451da3fe3.jpg?tbpicau=2024-05-29-05_2fa7398b043ebfb82e2b0cfdf08cea10']
52,你们觉得逆天吗,10年前读大学把我当添🐶，现在还来教我做事,08:31,蒹葭芝殇,贴吧用户_5JDKKR,15:53,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=03b858debb1f4134e0370576152494ca/50da81cb39dbb6fdf7c0201b4f24ab18972b3770.jpg?tbpicau=2024-05-29-05_9a8f3d474d0bcfdf49090b7616fae5d4', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=1d98413875fa828bd1239debcd244034/0ff41bd5ad6eddc4f07c71c67fdbb6fd52663370.jpg?tbpicau=2024-05-29-05_6635ff2de9bb38bfb30fe03f00941c84', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=0e750d120734970a47731027a5f1d0c8/80cb39dbb6fd526676b0f929ed18972bd4073670.jpg?tbpicau=2024-05-29-05_8ce3bc6b98ea1fbf559daf389daa712c']"
241,男朋友圈子重要吗,我男朋友有五个玩的好的兄弟，其他几个都很正常，里面唯独一个，喜欢出去y，隔三差五就去约，据我男朋友所说，他们几个也都说过他了劝过他了，但是他还是不听不改，甚至都已经到了要去测aizi的程度，好在还没有得，这种情况我该在意吗,5-25,尘埃里的小星星,玉球银🌀,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=8e67f912d3cad1c8d0bbfc2f4f056709/d1160924ab18972b6a2ee9f7a0cd7b899e510af3.jpg?tbpicau=2024-05-29-05_0eb4fb0c7b64578ba9c958b42d08ce8c']
121,hertow开荒帖,孙吧鼠鼠勇闯女性社区hertow，记录贴,5-16,小笼包之力,高小胖摩羯,15:53,[]
97,鼠鼠马上就要高考了，我这分能上C9吗？,,09:46,贴吧用户_J5UUD9Q,筱宝😳,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=d242c5a518df8db1bc2e7c6c3918dd54/f9dcd100baa1cd11fca9b61dff12c8fcc3ce2df4.jpg?tbpicau=2024-05-29-05_b8b2666b4850ad70ee38536faced0044']
270,版本T0又出放大招了!,在健身房偷拍别的男生，在小红薯网暴别人,5-24,Clovi℃,时流TimePa,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=ee4e7749eb345982c58ae59a3ccf30ad/b58f8c5494eef01f43bafbf8a6fe9925bc317d65.jpg?tbpicau=2024-05-29-05_d1a7b36e86150aa121309f7bbe987482']
22,w好恐怖的战斗力，执行力,我投降，投降还不行吗,5-25,__O__V__O__,冠位正太控,15:53,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=70ce2bf185cec3fd8b3ea77de6b3d53f/83025aafa40f4bfb32314869454f78f0f736182e.jpg?tbpicau=2024-05-29-05_09305c9d063940190b29930d15e4947b', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=b557a41dff12c8fcb4f3f6c5cc389345/d01373f082025aaf63d3a8f6bdedab64034f1a2e.jpg?tbpicau=2024-05-29-05_d9253e6cfea664051ec91a0a014ed673', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=15dc59ac8b11728b302d8c2af8c7c2ce/c995d143ad4bd113b72c610f1cafa40f4bfb052e.jpg?tbpicau=2024-05-29-05_69c9eff01dc9dd89b9056d92a8112e78']"
13,她在想什么？,,11:06,贴吧用户_5EVMCN4,贴吧用户_Ga4NJ4P,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=d0f296048f3d70cf4cfaaa05c8e7d000/e7cd7b899e510fb3a0e8b3aa9f33c895d1430c1e.jpg?tbpicau=2024-05-29-05_fdf107025d0d9587b87023cd44853248']
2,真的，越看越想骂人了,,15:51,贴吧用户_GX3492P,贴吧用户_GX3492P,15:53,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=ade2762b89fc1e17fdbf8c397aabf703/63d9f2d3572c11df47a77e1e252762d0f703c29e.jpg?tbpicau=2024-05-29-05_b7023171e5d430b70db279b06f44640b', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=3fb7ea1acc82b9013dadc33b43b6a877/562c11dfa9ec8a13936c96ddb103918fa0ecc09e.jpg?tbpicau=2024-05-29-05_cdd9863b05fde48e5e5decf526e1479c', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=78c94d0c0c90f60304b09c4f0929b21b/a8ec8a13632762d005486582e6ec08fa513dc69e.jpg?tbpicau=2024-05-29-05_90b27d8f4e5714ccdbc80711e111601a']"
26,急了，话说姐妹共鸣吧，是什么吧,,5-26,贴吧用户_a7eMQA5,散人无言♬,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=cc718a048f3d70cf4cfaaa05c8e7d000/e7cd7b899e510fb3bc6bafaa9f33c895d1430c99.jpg?tbpicau=2024-05-29-05_7121b2000a902b0652c531c49a294fc8']
118,为什么要躺在高速公路呢？而不是跳天桥呢？,,5-25,杂兵级队长,wh886,15:53,[]
2364,这名字是真的一听就很有艺术感,,5-25,贴吧用户_58XXJNU,降谷樣,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=7bcfd158f519ebc4c0787691b21dcefc/1c950a7b02087bf4082fb9d4b4d3572c10dfcfc8.jpg?tbpicau=2024-05-29-05_328ecdd53e20db543a2097079befbd01']
887,兄弟们，进来帮帮小丑🤡鼠鼠吧，有没有认识这个的啊,鼠鼠和对象已经谈了好久了，结果今天女朋友穿了裙子，我帮她拿手机，不小心带回来了，平时我们没有互查手机的习惯，结果今天鼠鼠神使鬼差的打开了女朋友的手机，发现了一个交友平台给女朋友的短信，点开一看鼠鼠直接震惊了，然后大查了手机，发现了不少问题，现在伤心EMO，想听听鼠鼠们的建议,5-23,贴吧用户_5a147Qt,Grumy1127,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=2a3a45e3b61f3a295ac8d5c6a91ebd31/a686c9177f3e67096f53a1c27dc79f3df8dc55b8.jpg?tbpicau=2024-05-29-05_3bd4832fc3d95f9f0d287c93443f1b0c']
1,想问大家异地恋都是怎么坚持的,如题，楼主目前大二，和y谈恋爱两年，最近时常感到迷茫,15:52,贴吧用户_5N4P7XU,贴吧用户_5N4P7XU,15:52,[]
73,女生被闺蜜骗去整容，最后闺蜜自己没整,天生就有爱人的能力,5-25,贴吧用户_aeZ2DX7,白白灰黑黑🐯,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=4dcb83ddb103918fd7d13dc261062797/d52a2834349b033b755928e753ce36d3d539bd3e.jpg?tbpicau=2024-05-29-05_078429f3179894a5b562c1b355b5bbe0']
289,这位更是重量级……,,2-8,丿牵心万苦,愤世嫉俗🌞,15:52,[]
213,我的条件真的很差吗,,5-25,贴吧用户_GJGMQeD,贴吧用户_QZX5GyN,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=e3d652f01466d0167e199e20a710d407/1f178a82b9014a902c0e9780ef773912b31beed8.jpg?tbpicau=2024-05-29-05_aa0ac00c4fe4dbb66c55e8325ad90053']
890,大快人心,,5-24,梭哈你就来,zclufo7,15:37,[]
1270,这都能洗白吗？,这都能洗白，脑残吗,5-23,爱恋是否如雨止,贴吧用户_JSZ31t,15:52,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=3ddd834766a446237ecaa56aa819730e/342ac65c10385343ab0d7e1cd513b07ecb8088c9.jpg?tbpicau=2024-05-29-05_b41052b596bece94d9e759b219d5f201', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=18047ef605166d223877159c761808f7/3bf33a87e950352a8ba3dc351543fbf2b3118bc9.jpg?tbpicau=2024-05-29-05_5f889f56c29a26ca0ac92ce9bc3e93a3']"
39,听听鼠鼠4天被杀1w的事吧，楼下细琐,以身入局，输天半子,14:53,贴吧用户_a4M2DDR,贴吧用户_a4M2DDR,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=787430f0ba039245a1b5e107b7afa5c2/a50f4bfbfbedab64b8f58bfdb136afc379311e0c.jpg?tbpicau=2024-05-29-05_74b40588b76c89bab96751f6fd361674']
4918389,孙吧官方水楼别处灌水会被封,,2023-04,º荧光OvO,未知,未知,[]
6726,2024上半年吧务招募,,3-24,小被一盖,未知,未知,[]
2237,兄弟们我忍不住了,rt,5-23,圣达菲大打,贴吧用户_G64XaZ4,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=dac102989743ad4ba62e46c8b2395baf/2f738bd4b31c8701a2794ddb617f9e2f0608ffc4.jpg?tbpicau=2024-05-29-05_4aa97672955b9cdd4a10c5117499f246']
81,帮任何人找到对象，扣1报名,上班摸鱼没刷到有意思的帖子，开个情感贴，我熟于各种情况，大致问几个问题，然后我有我的办法。,12:41,贴吧用户_aAt8263,贴吧用户_Q2W63U8,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=0139b6e37b6d55fbc5c6762e5d194e4a/37d3d539b6003af31d29065d732ac65c1038b678.jpg?tbpicau=2024-05-29-05_effdd185cd87f3f47e348dff4523108b']
99,母鼠🐭🐭,跟我谈恋爱吧，我大部分时间都在工作留给你出轨的时间很多。而且我笨笨的，抓不到小三，外加经常熬夜通宵，活不长的，求求你了,5-26,阿陈emm,tfyuj6868,15:53,[]
2336,被谈了三年女朋友绿了，现在把我当atm,女主uff叠满抑郁症+校园霸凌+有个瘦弱的弟弟她以为我什么都不知道，现在就是每天不是要钱就是要钱，我现在也懒得跟她演了关于她的故事楼下再说吧,3-29,白玉蟾º,浊蒂芙乐艾,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=ed6c6acff14543a9f51bfac42e2c8b82/03087bf40ad162d9aca6d62757dfa9ec8a13cd45.jpg?tbpicau=2024-05-29-05_b89ad11acc374e1143d172b0dac853b2']
562,相亲软件上的，怎么看,33岁的姑娘,5-21,chelijig1,漏船-载酒,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=c6a301ba96a20cf44690fed746324b36/f11f3a292df5e0fe06040f3c1a6034a85edf72eb.jpg?tbpicau=2024-05-29-05_50da68144623e02fca7082590b906d73']
4,小丑们看好了，没事别整天在那大交，干点正事。教学贴jg,本人玩贴吧大概也超过10年了，从D8到孙吧看到了一代人有一代人的乐子。不过现在贴吧风气都被孙吧给带歪了，本人决定教大家一点有用的东西，别整天学小丑就知道大交了,15:51,Smile喵喵灬酱,贴吧用户_GaQAM7A,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=9aeb2d3e8e95d143da76e42b43cb8302/4bed2e738bd4b31c5f4d5586c1d6277f9e2ff89f.jpg?tbpicau=2024-05-29-05_e99ca7e3d44d2332470ad7e728f9fda7']
19,孙吧征婚😋,快来快来,15:00,那麻烦的话不觉,那麻烦的话不觉,15:53,[]
230,讲一讲我一个毒🐶朋友,前情提示，他已经remake了。2年前夏天吃安眠药走的,5-26,听雨折花🌈,带带可莉,15:53,[]
0,我被站十六万粉丝开盒,如图这人不但开盒了我，还把其他人也给开过，不过我没截图,15:53,贴吧用户_GyX86JW,贴吧用户_GyX86JW,15:53,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=bd026c2f340e0cf3a0f74ef33a7df31f/b3119313b07eca804868f8dad72397dda144839a.jpg?tbpicau=2024-05-29-05_2bc5e91f5e68affa1cb4b24ba909996e', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=6d73fdfad6529822053339cbe7f17acb/5243fbf2b21193139b2e3e8d23380cd791238d9a.jpg?tbpicau=2024-05-29-05_876f6bb07f7c90e47f341cdab1bc8cd7']"
5306,和罪犯共情上了,,4-17,一生只爱碧萝😘,贴吧用户_a5tN453,15:53,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=e8b5861b393e6709be0045f70bfc9f3d/d50735fae6cd7b89d16240bf492442a7d9330efb.jpg?tbpicau=2024-05-29-05_1f063c17fb085dd04a790934c661e4af', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=2e0d28058f3d70cf4cfaaa05c8e7d100/e7cd7b899e510fb35e170dab9f33c895d1430cfb.jpg?tbpicau=2024-05-29-05_d1128c3104aaf44a3d79dacb2693cd78']"
289,难道………,真的赢不了了吗,5-25,护giao,饿馍小丑通天代,15:53,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=0c9307d0a11190ef01fb92d7fe209c16/b03533fa828ba61e21751f120734970a304e5970.jpg?tbpicau=2024-05-29-05_d94023edc4a6d6d9fb7b43d1d67539e0', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=1c4994cbe1efce1bea2bc8c29f6af2de/a71ea8d3fd1f41341bacd243631f95cad1c85e70.jpg?tbpicau=2024-05-29-05_392ebecb8550f4eb3d4bc431961a1324']"
351,5月15日（发布），辽宁沈阳。多名城管执法时与摆摊大爷发生冲突，大爷情绪激动下拿砖头怒砸城管。#城管#/a摆摊#冲突,,5-25,贴吧用户_aEUtNX2,被错过的天堂-,15:51,[]
316,无语x❌,❌❌破防,5-23,北愧💯,携鞦水揽星河º,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=355414f4912a60595210e112180f359b/77094b36acaf2eddc797b1d4cb1001e9390193ad.jpg?tbpicau=2024-05-29-05_7b03fb744dac30afa3b0cfcb40f1f41a']
115,鼠鼠们，帮我支个招,前几个月跟公司一个女生表白了，本来以为她已经结婚了，所以最初的想法是跟她表白，然后跟她贴贴。结果当时表白完后，她跟我说她已经订婚了，过几天就结婚，我当时就亚麻带了，后续在公司见到她，跟她打招呼她也没有刻意躲着我之类的，也没跟其他人说这个事。现在夏天到了，我又馋了，但是自从那次表白就没跟她聊过天，而且她又搬到公司楼上了，每天基本上见不着，请问这种情况下，我要是直接表达我馋了，她会不会跟其他人说这个事,5-25,Makeyleilei,贴吧用户_a8AG7JP,15:53,[]
20,吧友们如何评价,xx同事上班摸鱼被我逮到，好可怜的xx,15:24,贴吧用户_QPUE8J7,贴吧用户_QPUE8J7,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=e6468cfdb136afc30e0c3f6d8322ebc4/b999a9014c086e06f89cfe7644087bf40ad1cbdc.jpg?tbpicau=2024-05-29-05_7fa78f2930b885f0190c61346c5504fa']
489,我发孙吧小丑看不得的图片，你们评价,,5-24,金属毁灭者X♤,贴吧用户_aRNA5UD,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=04fd3a1bbbfaaf5184e381b7bc6f95ee/4034970a304e251f5f2c76c5e186c9177f3e5330.jpg?tbpicau=2024-05-29-05_b9b5cf9672734a242dde15bf1796f840']
36,如何评价中专努力,,5-26,贴吧用户_ayVNS2,✨八条可怜✨,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=772fe7fad6529822053339cbe7f17bcb/5243fbf2b21193138172248d23380cd791238dde.jpg?tbpicau=2024-05-29-05_3d197fed26e6f77fadaef451112eff67']
499,泪目了，哥们,这种楼主是一点抵抗力没有。还有同款吗？,5-24,贴吧用户_7186t26,egick,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=43ae02c73dcb0a4685228b315b58f724/cb8065380cd79123d8807449eb345982b2b780af.jpg?tbpicau=2024-05-29-05_8b0313f8af3cfe37379abbba9e76b2e8']
61,兄弟们，我真是🐢男吗,受家庭影响我一直是很传统很保守的一个人，现在刚开始工作，和父母住一起，平时单位上班，回来给父母做家务，做饭也是我来做，工资给父母保管，我觉得都没什么问题啊。给父母尽孝不是天经地义吗，我现在还年轻工资给父母也是应该的，我想用和他们说一声就行，周末我还能回乡下给爷爷奶奶挖土挑粪，周围的长辈也都很喜欢我啊😢，我就真是🐢男吗。。。,5-24,鹤堽,贴吧用户_GVD15RZ,15:53,[]
3155,男小丑都看腻了吧今天来看看母小丑,是的本母鼠就是干了“给男人花钱”还被一脚踹开的🤡事，至于我是怎么醒悟的，还要从头说起。（真耗子镇楼）,5-23,贴吧用户_aQ6UtXV,贴吧用户_G1UGJG3,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=7a4984f6f4fb43161a1f7a72109f4623/b7003af33a87e950720e175156385343fbf2b4f6.jpg?tbpicau=2024-05-29-05_7ced8d18146affaaf7eac59054c9ad14']
301,一年了，回忆一下鼠鼠大一的逆天室友,一直闷着不讲太难受了,5-23,库尔斯克香梨,贴吧用户_7U37Q16,15:52,[]
44,半小丑半求助，我来分享自己的大一经历,如题，鼠鼠是母胎单身十七年，遇到了一个对我很主动的女生，但是经过我的拉跨操作人家现在对我爱答不理了，鼠🐭现在就是想开个贴分享自己关于她的事情，还有问问情感丰富老哥们如何挽救一下,14:34,我的世界大神78,花不诩,15:52,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=af7f85040d36acaf59e096f44ce28c10/bd315c6034a85edfe921381e0f540923dd54755a.jpg?tbpicau=2024-05-29-05_391b8bc17b037634244bfcb6b2be5d7d']
123,半夜听歌睡不着了，回忆一下与三位前女友往事，进来细说,犹豫了很久要不要发这个帖子，最后觉得朝花夕拾也挺有意思的，于是决定发个帖子记录一下，吧友们就当看个乐子吧，最爱的情书电影海报镇楼,5-26,zhouhao2842,贴吧用户_a8EtERy,15:51,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=4aed0dc9f14543a9f51bfac42e2c8b82/03087bf40ad162d90b27b12157dfa9ec8b13cdc7.jpg?tbpicau=2024-05-29-05_fd7cc00ab6eb6105e17beba09e5dab03']
0,某度热搜第二,逆天评论，已经打到这了,15:53,贴吧用户_QWaDNEK,贴吧用户_QWaDNEK,15:53,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=4540bff6bdedab6474724dc8c70daec3/060828381f30e92459d65d0c0a086e061d95f79a.jpg?tbpicau=2024-05-29-05_4d126e30bef488ee984111b96fc3cfd2', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=adbf760f1cafa40f3cc6ced59b5f024f/86d6277f9e2f0708f677eb3daf24b899a901f29a.jpg?tbpicau=2024-05-29-05_29ce43db3ed4e5e1cedf431b63ab9d31', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=bae050020dfbfbeddc59367748cbf636/9f2f070828381f30096b4c94ef014c086e06f09a.jpg?tbpicau=2024-05-29-05_f18147aaa729b81f77d02f8a560b94db']"
300,吧友们能不能看看楼主怎样做才好,lz目前在上大一，弟弟高二马上升高三，父亲因为最近公司的事情一直在出差，这个是lz的母亲，没有工作，平时就在社区打太极拳什么的。弟弟是走读生，平时晚上10点放学，早上5:30起床上学。因为我弟从上初三成绩就不太理想，所以从初三开始我爸就给他安排了线上网课，数理化英一共4科，每周上一次课，一次课大概两个多小时。因为我弟上高中之后差不多两周才放一天假，所以安排的是每天晚上要看40分钟直播课的回放。我弟没有手机平板，,5-22,你爹莫斯科国王,学生不皮枉少年,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=3239f0cf9362853592e0d229a0d477c6/810a19d8bc3eb1359a933d86e01ea8d3fd1f44b3.jpg?tbpicau=2024-05-29-05_8adfea0471cbfd58a5e956ff9371cc44']
1372,相恋6年的女朋友就在刚刚给我带了绿帽,（图片是我刚在她学校拍的，图里的同学与此贴无关，如果侵犯隐私我会删）rt今天是她的生日，我从我的学校不远千里跑来她的学校（我研二，她大二）给她庆生。为了给她惊喜，我跟她说赶不上了，让她先去饭店等我。事实上我提前在她宿舍楼下等她，等了一个小时还没见到她，我便打电话给她，她说她在一教不在宿舍（我来的时候还在宿舍），她说她朋友也要给她过生日，我就没多想。因为她生理期快到了我就点了校外她最喜欢吃的那家糖水,01:23,FBJ晨云墨,贴吧用户_GV8MR8A,15:53,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=95a38c2a24d0f703e6b295d438c1503d/242dd42a2834349b1c8bb4b88fea15ce36d3be7a.jpg?tbpicau=2024-05-29-05_0538ca03836d93e03755409bb84a34cd', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=4ffe1714c018367aad897fd51e488ad4/503d269759ee3d6daa545df605166d224f4ade7a.jpg?tbpicau=2024-05-29-05_b787c6281c99a6558507eb3f2ad6d661']"
0,不是小红薯这也能版本t0发言啊……,,15:53,爱ulight69,爱ulight69,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=9ebf033be9c379317d688621dbffb645/a8014c086e061d95ec34f6053df40ad162d9ca9a.jpg?tbpicau=2024-05-29-05_e42042b311167246623b3416598cc8a9']
2,万能的8u🚪，这是什么游戏？,,15:30,彧見青烟,贴吧用户_7E9X1A,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=55a6988cc60a19d8cb03840d03c1828b/8694a4c27d1ed21b97edefd8eb6eddc451da3fe3.jpg?tbpicau=2024-05-29-05_2fa7398b043ebfb82e2b0cfdf08cea10']
52,你们觉得逆天吗,10年前读大学把我当添🐶，现在还来教我做事,08:31,蒹葭芝殇,贴吧用户_5JDKKR,15:53,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=03b858debb1f4134e0370576152494ca/50da81cb39dbb6fdf7c0201b4f24ab18972b3770.jpg?tbpicau=2024-05-29-05_9a8f3d474d0bcfdf49090b7616fae5d4', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=1d98413875fa828bd1239debcd244034/0ff41bd5ad6eddc4f07c71c67fdbb6fd52663370.jpg?tbpicau=2024-05-29-05_6635ff2de9bb38bfb30fe03f00941c84', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=0e750d120734970a47731027a5f1d0c8/80cb39dbb6fd526676b0f929ed18972bd4073670.jpg?tbpicau=2024-05-29-05_8ce3bc6b98ea1fbf559daf389daa712c']"
241,男朋友圈子重要吗,我男朋友有五个玩的好的兄弟，其他几个都很正常，里面唯独一个，喜欢出去y，隔三差五就去约，据我男朋友所说，他们几个也都说过他了劝过他了，但是他还是不听不改，甚至都已经到了要去测aizi的程度，好在还没有得，这种情况我该在意吗,5-25,尘埃里的小星星,玉球银🌀,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=8e67f912d3cad1c8d0bbfc2f4f056709/d1160924ab18972b6a2ee9f7a0cd7b899e510af3.jpg?tbpicau=2024-05-29-05_0eb4fb0c7b64578ba9c958b42d08ce8c']
121,hertow开荒帖,孙吧鼠鼠勇闯女性社区hertow，记录贴,5-16,小笼包之力,高小胖摩羯,15:53,[]
97,鼠鼠马上就要高考了，我这分能上C9吗？,,09:46,贴吧用户_J5UUD9Q,筱宝😳,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=d242c5a518df8db1bc2e7c6c3918dd54/f9dcd100baa1cd11fca9b61dff12c8fcc3ce2df4.jpg?tbpicau=2024-05-29-05_b8b2666b4850ad70ee38536faced0044']
270,版本T0又出放大招了!,在健身房偷拍别的男生，在小红薯网暴别人,5-24,Clovi℃,时流TimePa,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=ee4e7749eb345982c58ae59a3ccf30ad/b58f8c5494eef01f43bafbf8a6fe9925bc317d65.jpg?tbpicau=2024-05-29-05_d1a7b36e86150aa121309f7bbe987482']
22,w好恐怖的战斗力，执行力,我投降，投降还不行吗,5-25,__O__V__O__,冠位正太控,15:53,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=70ce2bf185cec3fd8b3ea77de6b3d53f/83025aafa40f4bfb32314869454f78f0f736182e.jpg?tbpicau=2024-05-29-05_09305c9d063940190b29930d15e4947b', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=b557a41dff12c8fcb4f3f6c5cc389345/d01373f082025aaf63d3a8f6bdedab64034f1a2e.jpg?tbpicau=2024-05-29-05_d9253e6cfea664051ec91a0a014ed673', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=15dc59ac8b11728b302d8c2af8c7c2ce/c995d143ad4bd113b72c610f1cafa40f4bfb052e.jpg?tbpicau=2024-05-29-05_69c9eff01dc9dd89b9056d92a8112e78']"
13,她在想什么？,,11:06,贴吧用户_5EVMCN4,贴吧用户_Ga4NJ4P,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=d0f296048f3d70cf4cfaaa05c8e7d000/e7cd7b899e510fb3a0e8b3aa9f33c895d1430c1e.jpg?tbpicau=2024-05-29-05_fdf107025d0d9587b87023cd44853248']
2,真的，越看越想骂人了,,15:51,贴吧用户_GX3492P,贴吧用户_GX3492P,15:53,"['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=ade2762b89fc1e17fdbf8c397aabf703/63d9f2d3572c11df47a77e1e252762d0f703c29e.jpg?tbpicau=2024-05-29-05_b7023171e5d430b70db279b06f44640b', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=3fb7ea1acc82b9013dadc33b43b6a877/562c11dfa9ec8a13936c96ddb103918fa0ecc09e.jpg?tbpicau=2024-05-29-05_cdd9863b05fde48e5e5decf526e1479c', 'https://tiebapic.baidu.com/forum/w%3D580%3B/sign=78c94d0c0c90f60304b09c4f0929b21b/a8ec8a13632762d005486582e6ec08fa513dc69e.jpg?tbpicau=2024-05-29-05_90b27d8f4e5714ccdbc80711e111601a']"
26,急了，话说姐妹共鸣吧，是什么吧,,5-26,贴吧用户_a7eMQA5,散人无言♬,15:53,['https://tiebapic.baidu.com/forum/w%3D580%3B/sign=cc718a048f3d70cf4cfaaa05c8e7d000/e7cd7b899e510fb3bc6bafaa9f33c895d1430c99.jpg?tbpicau=2024-05-29-05_7121b2000a902b0652c531c49a294fc8']
